conversationId,restaurantName,callStartTime,callDuration,callEndReason,callWithinOfficeHours,reasonForCalling,partysizenumber,textsSent,numberOfTextsSent,phone,conversation
69ca831436dfa226c43bb254,TF Oakwood,2026-03-30T10:05:10.658-04:00,01:02,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,"delivery, pickup",2,CALLER-DBA354CB,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: ¿Ustedes tienen la parrilla grande disponible en
Assistant: Dále— sí, ...
Customer: ¿Ustedes tienen la parrilla grande disponible en Porque la estoy buscando y no no me aparece.
Assistant: Dále— sí, tenemos la Parrilla Criolla, es una parrilla tradicional para compartir que sirve para 3 personas, cuesta treinta y ocho dólares con noventa y nueve centavos. ¿Quieres saber más sobre ella?
Customer: Delivery.
Assistant: ¿Te gustaría hablar con un miembro del equipo para hacer tu pedido de delivery o prefieres que te envíe el link para hacer tu pedido en línea?
Customer: El pedido en línea.
Assistant: Te voy a enviar el link para hacer tu pedido de delivery por mensaje de texto.
Customer: Ok, gracias.
Assistant: De nada, que tengas un buen día y disfruta tu comida de Todo Frito Oakwood. ¡Adiós."
69beac9b00b4b91c62413526,TF Oakwood,2026-03-21T10:35:09.501-04:00,00:17,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-C524390B,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hablar con un miembro del equipo.
Assistant: En un momento te transferiré con un miembro de nuestro equipo. ¡Gracias por esperar."
69a992de56036b341cfed729,TF Oakwood,2026-03-05T09:27:44.760-05:00,00:26,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-52F9B11B,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Okay cake.
Assistant: Tenemos una variedad de postres deliciosos. Nuestros favoritos incluyen pastel de tres leches, quesillo y churros. Quieres saber más sobre ...
Customer: Hablar con representante.
Assistant: Claro, te puedo transferir con un representante. ¿Quieres hablar con alguien para ayudarte con tu consulta?"
69c5dda33561ccb216cc6254,TF Oakwood,2026-03-26T21:30:14.067-04:00,00:10,UserHangup,TRUE,,,,0,CALLER-B93BAE0C,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?"
69c1832165aebbe9297890ab,RT Buckhead,2026-03-23T14:14:59.411-04:00,02:06,UserHangup,TRUE,Making a Reservation or Inquiring About Reservations,9,,0,CALLER-DC7A12D4,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Yes. I'd like to make reservations for nine people.
Assistant: Great. For how many people is the reservation?
Customer: restaurant near
Assistant: I can help you with the Buckhead ...
Customer: nine by Modex
Assistant: For how many people is the reservation?
Customer: nine
Assistant: Okay, parties of five or more are coordinated by a manager. In case Buckhead cannot handle your party, are you willing to be relocated to one of our nearby locations, Chamblee and Sandy Springs, that are within ten minutes?
Customer: Sure.
Assistant: Would you like to exclude any of the given options?
Customer: Am I speaking to a live person?
Assistant: I am a virtual assistant. What date and time works best for your reservation?
Customer: It would be
Assistant: It would be?
Customer: the
Assistant: The?
Customer: it would be on April fourteenth.
Assistant: And what time would you ...
Customer: At five thirty PM.
Assistant: Under what name should I put the reservation?
Customer: Casey, k or c a s e y.
Assistant: Nine people on April fourteenth at five thirty P.M. under the name Casey. Does that look correct?
Customer: Yes. What location am I doing that at?
Assistant: Please wait while I submit your large party reservation request to our manager. I just sent your information to our managers, please check your messages you should receive an SMS with the details of your reservation, they will be reaching out soon!
Customer: Thank you.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day."
69c5a0043561ccb216cb1cd0,TF Oakwood,2026-03-26T17:07:19.274-04:00,01:18,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-DA82255E,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: de de eso de pastelitos de fiesta, de de carne molida y papa con queso, veinticinco y veinticinco.
Assistant: Dále— Parece que estás buscando información sobre nuestras empanadas. Tenemos empanadas de carne y pollo, pero no tengo información específica sobre empanadas de carne molida y papa con queso. ¿Te gustaría saber más sobre nuestras empanadas disponibles o recibir un enlace con nuestro menú completo?
Customer: Pastelitos.
Assistant: Hénial— Nuestros pastelitos son una deliciosa opción para desayunar, están rellenos de carne, pollo o queso, y cuestan $2.99. ¿Te gustaría saber más sobre nuestros desayunos o hacer un pedido?
Customer: ¿Hacer un pedido?
Assistant: Claro— Puedes hacer un pedido para recoger en nuestra tienda o pedir delivery. ¿Te gustaría hablar con alguien de nuestro equipo para hacer tu pedido o prefieres que te envíe el enlace para hacer tu pedido en línea?
Customer: Quiero hablar con alguien."
69cc60c011965ea81e7f3ff0,TF Oakwood,2026-03-31T20:03:14.367-04:00,00:41,UserHangup,TRUE,Placing an Order for Takeout or Delivery,,"delivery, pickup",2,CALLER-0D5DC08A,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola, una orden.
Assistant: ¡Buenísimo. ¿Prefieres hablar con un miembro de nuestro equipo para realizar tu pedido o prefieres que te envíe el Link para hacerlo en línea?
Customer: El link está bien.
Assistant: Perfecto, te enviaré el link por mensaje de texto ahora mismo. ¿Necesitas ayuda con algo más hoy en Todo Frito Oakwood?
Customer: No, gracias.
Assistant: Perfecto, gracias por llamar a Todo Frito Oakwood. ¡Que tengas un excelente día."
69c2e0a10887978cf5907a1c,RT Buckhead,2026-03-24T15:06:12.775-04:00,00:40,UserHangup,TRUE,Employment Opportunities or Business Inquiries,,job form,1,CALLER-A4F813E7,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hey. I was calling to see if you guys were hiring.
Assistant: We are always looking for new talent. All employment-related inquiries are handled through the job opportunities form. Would you like to receive the form by SMS?
Customer: Yes.
Assistant: Great. I've just sent you the link. Is there anything else I can help you with?
Customer: No. Thank you.
Assistant: Perfect—thanks for calling Real Tacos. Enjoy your day."
69ba02a249be61fe9636a4d9,TF Oakwood,2026-03-17T21:40:52.304-04:00,00:32,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-C7E64167,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola. Eh, hice una orden por Dordas y recibí la la orden equivocada.
Assistant: Lamento lo de tu orden, pero no puedo procesar pedidos ni cambios. ¿Quieres que te transfiera con un miembro del equipo para ayudarte?
Customer: K, for favor.
Assistant: Claro, te ..."
69a8613530a56348b0bb48be,TF Oakwood,2026-03-04T11:43:36.081-05:00,00:46,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-BAA995CB,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Me gustaría hacer un pepito.
Assistant: ¿Te refieres a ordenar un Pepito o saber más sobre el menú de Pepitos?
Customer: No. Me gustaría ordenar patty a
Assistant: Parece que hay un pequeño malentendido. Para ordenar, te recomiendo hablar con uno de nuestros representantes o usar nuestra plataforma en línea. ¿Te gustaría hablar con alguien para ayudarte con tu orden o prefieres recibir el enlace para ordenar en línea?
Customer: No. Me gustaría ordenar patty a Me gustaría hablar con un representante.
Assistant: Entiendo. Te voy a transferir con uno de nuestros representantes para que te ayuden con tu orden.
Customer: Okay cake."
69b5abd249be61fe96a67ded,RT Buckhead,2026-03-14T14:41:24.238-04:00,00:30,CallTransfer,TRUE,Making a Reservation or Inquiring About Reservations,,,0,CALLER-7E02E947,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Reservation change.
Assistant: If your reservation was made through OpenTable, you can usually modify or cancel it there. Does this information resolve your issue, or would you like help from a live agent?
Customer: Help from live agent.
Assistant: Great, connecting you now to the host."
69c728d793749704bac4c2bf,RT Buckhead,2026-03-27T21:03:21.177-04:00,00:17,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-B3025E24,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Representative.
Assistant: Do you want to speak with a representative?
Customer: Yes."
69a727425e60912f54d0b580,TF Oakwood,2026-03-03T13:24:04.353-05:00,00:40,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-9BDB5C2F,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola. Quiero hacer una orden.
Assistant: Para tu orden, ¿te gustaría hablar con alguien de nuestro equipo o hacerla a través de nuestra plataforma en línea?
Customer: Quiero hablar con alguien.
Assistant: Voy a transferir tu llamada. Por favor, espera un momento."
69a85c415e60912f54db3a27,RT Buckhead,2026-03-04T11:22:28.261-05:00,00:54,CallTransfer,TRUE,Lost Items Inquiries,,,0,CALLER-BCCFF844,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Hey, Nacho. How are you doing today?
Assistant: I'm doing great, thanks for asking....
Customer: Hey.
Assistant: How can I help you?
Customer: Hey. So I was there I was there on Monday, and I was sitting right next to the door. And maybe my debit card fell out. I'm trying to retrace everything. My name is Eric It's a red Bank of America debit card. Did it fall out on the table by some reason? You have it there?
Assistant: I understand you may have lost your debit card at our location. Let me transfer you to the host, who manages lost and found. Would you like me to connect you?
Customer: Ok.
Assistant: Great, connecting you now."
69b4289d477db9185ed85743,RT Buckhead,2026-03-13T11:09:20.067-04:00,00:26,CallTransfer,TRUE,Catering request,,,0,CALLER-35A9BBF4,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Catering.
Assistant: ¡Qué bueno. Are you planning a fiesta? To give you the best recommendations, about how many people will be attending?
Customer: Operator.
Assistant: Do you ...
Customer: We could possibly you know, one or two more to just light it up on your end. This isn't even a good AI. Come on."
69c840e9357fae02c419dce1,RT Buckhead,2026-03-28T16:58:19.716-04:00,00:17,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-320E2787,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Talk to a person.
Assistant: Got it. Would you like to speak with the host?
Customer: Yes."
69b7000910d10be09b8ce5f7,RT Buckhead,2026-03-15T14:52:59.735-04:00,00:43,AgentHangup,TRUE,Unclassified,,,0,CALLER-4E741C0A,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Received hasn't been accepted.
Customer: Please make sure your tablet or personal device is turned on and you are logged in to the Uber Eats orders app.
Customer: If you are too busy to receive orders, you can use the app's pause feature to stop new orders or busy mode to increase your prep time.
Customer: If your business is closed, update your store hours in Uber Eats manager.
Assistant: I'm sorry, I don't ...
Customer: If you need any help, please contact our support team.
Assistant: I'm ...
Customer: If you would like to stop receiving these phone calls in the future, please press nine to opt out.
Assistant: I'm sorry, I don't understand."
69cc47d8d9bcd252518fca41,RT Buckhead,2026-03-31T18:16:58.908-04:00,00:29,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-8AE81AB1,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Speak to customer service.
Assistant: I understand you're looking for customer service. I can transfer you to the host for assistance. Would you like me to do that?
Customer: Yes.
Assistant: Great, connecting you now."
69b23b9fdb7533c9cbe11c86,RT Buckhead,2026-03-12T00:05:53.780-04:00,00:21,UserHangup,,Making a Reservation or Inquiring About Reservations,8,,0,CALLER-D8C5436F,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Assistant: Sorry, are you still on the line?
Customer: Do you take reservations for parties of eight?
Assistant: Parties of five or more are coordinated by a manager...."
69b9a27f49be61fe963486b3,RT Buckhead,2026-03-17T14:50:42.251-04:00,00:25,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-49E44514,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Speak to manager.
Assistant: Sure thing. I can connect you to the manager. Would you like me to do that?
Customer: Yes.
Assistant: Great, one moment while I get the manager for you."
69b0ba4b07175cba3cac5db6,TF Oakwood,2026-03-10T20:41:49.694-04:00,00:30,CallTransfer,TRUE,Placing an Order for Takeout or Delivery,,,0,CALLER-DB173E38,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Para hacer un pedido y recogerlo,
Assistant: ¿Te gustaría hablar con un miembro del equipo o enviarte el enlace para hacer tu pedido en línea para recoger?
Customer: Hablar con un miembro del equipo.
Assistant: Enseguida te transfiero con alguien que pueda ayudarte con tu pedido. ¡Gracias por llamar a Todo Frito Oakwood."
69b9e26210d10be09b22787e,TF Oakwood,2026-03-17T19:23:16.839-04:00,00:17,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-A792E8FF,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hola. Me gustaría hablar con alguien del equipo.
Assistant: Entiendo. ¿Podrías decirme un poco más sobre lo que necesitas hablar con nuestro equipo? Estoy aquí para ayudarte."
69a86d2b408ccb4b79fc2a90,RT Buckhead,2026-03-04T12:34:37.969-05:00,00:18,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-7D0DC3E8,"Assistant: Hi, thanks for calling Rreal Tacos Buckhead! I’m Nacho. How may I help you?
Customer: Speak to representative.
Assistant: Okay, do you want to speak with a representative?
Customer: Yes."
69bd8774889fd7682d176c91,TF Oakwood,2026-03-20T13:44:23.176-04:00,00:18,CallTransfer,TRUE,"Request to speak to a human, to a person, to customer service, to the host or the hostess",,,0,CALLER-C524390B,"Assistant: Hola, gracias por llamar a Todo Frito Oakwood, habla Yuli. Cómo puedo ayudarte?
Customer: Hablar con un asociado.
Assistant: ¿Podrías repetir eso, por favor?
Customer: Hablar con alguien."
